Type,Name,Age(months),Gender,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,PetID,PhotoAmt,Breed1_Name,Color1_Name,Color,Breed,AgeGroup,FeeCategory,image_paths
Dog,Summer,72,Female,Medium,Short,Yes,Yes,Yes,Healthy,220,6fea8ac52,1,Mixed Breed,Black,Black Brown White,Mixed Breed,Adult,Medium,['input/images/6fea8ac52-1.jpg']
Cat,Lucky,2,Female,Medium,Short,No,No,No,Healthy,720,28b4420eb,1,Domestic Short Hair,Brown,Brown Gray ,Domestic Short Hair,Kitten,High,['input/images/28b4420eb-1.jpg']
Dog,Coco,3,Female,Medium,Short,No,No,No,Healthy,80,560d2b399,4,Mixed Breed,Black,Black Brown ,Mixed Breed,Puppy,Low,"['input/images/560d2b399-1.jpg', 'input/images/560d2b399-2.jpg', 'input/images/560d2b399-3.jpg', 'input/images/560d2b399-4.jpg']"
Cat,Unknown,1,Female,Medium,Short,No,No,No,Healthy,230,35c9336dc,3,Domestic Short Hair,Black,Black Yellow White,Domestic Short Hair,Kitten,Medium,"['input/images/35c9336dc-1.jpg', 'input/images/35c9336dc-2.jpg', 'input/images/35c9336dc-3.jpg']"
Dog,Mikel,3,Male,Medium,Medium,Yes,Yes,No,Healthy,60,9b09190e4,4,Mixed Breed,Brown,Brown White ,Mixed Breed,Puppy,Low,"['input/images/9b09190e4-1.jpg', 'input/images/9b09190e4-2.jpg', 'input/images/9b09190e4-3.jpg', 'input/images/9b09190e4-4.jpg']"
Cat,Unknown,3,Male,Small,Medium,Not Sure,Not Sure,Not Sure,Healthy,90,9358ef6d7,4,Domestic Medium Hair,Golden,Golden Yellow White,Domestic Medium Hair,Kitten,Low,"['input/images/9358ef6d7-1.jpg', 'input/images/9358ef6d7-2.jpg', 'input/images/9358ef6d7-3.jpg', 'input/images/9358ef6d7-4.jpg']"
Cat,Kate,12,Female,Large,Short,No,No,No,Healthy,450,c296177eb,3,Domestic Short Hair,Black,Black Brown Gray,Domestic Short Hair,Kitten,Medium,"['input/images/c296177eb-1.jpg', 'input/images/c296177eb-2.jpg', 'input/images/c296177eb-3.jpg']"
Cat,Tim Tam,4,Male,Medium,Medium,No,No,No,Healthy,110,628e30f3b,11,Domestic Medium Hair,Black,Black  ,Domestic Medium Hair,Kitten,Low,"['input/images/628e30f3b-1.jpg', 'input/images/628e30f3b-10.jpg', 'input/images/628e30f3b-11.jpg', 'input/images/628e30f3b-2.jpg', 'input/images/628e30f3b-3.jpg', 'input/images/628e30f3b-4.jpg', 'input/images/628e30f3b-5.jpg', 'input/images/628e30f3b-6.jpg', 'input/images/628e30f3b-7.jpg', 'input/images/628e30f3b-8.jpg', 'input/images/628e30f3b-9.jpg']"
Cat,Mew,3,Female,Medium,Medium,No,Yes,No,Healthy,250,556549333,4,Domestic Medium Hair,Black,Black Brown White,Domestic Medium Hair/Calico,Kitten,Medium,"['input/images/556549333-1.jpg', 'input/images/556549333-2.jpg', 'input/images/556549333-3.jpg', 'input/images/556549333-4.jpg']"
Dog,CREMO,1,Male,Medium,Medium,Yes,Yes,No,Healthy,260,3dd6ea6bb,2,Mixed Breed,Brown,Brown Cream White,Mixed Breed,Puppy,Medium,"['input/images/3dd6ea6bb-1.jpg', 'input/images/3dd6ea6bb-2.jpg']"
Cat,Harry,12,Male,Medium,Short,Yes,Yes,Yes,Healthy,530,45dbc315f,3,Domestic Short Hair,Black,Black Gray White,Domestic Short Hair,Kitten,Medium,"['input/images/45dbc315f-1.jpg', 'input/images/45dbc315f-2.jpg', 'input/images/45dbc315f-3.jpg']"
Cat,Pinki,3,Female,Medium,Medium,Yes,Yes,Yes,Healthy,300,7c8960273,2,Domestic Medium Hair,Golden,Golden White ,Domestic Medium Hair,Kitten,Medium,"['input/images/7c8960273-1.jpg', 'input/images/7c8960273-2.jpg']"
Dog,LeiLei,4,Female,Medium,Short,Yes,Yes,No,Healthy,170,072bb91b4,6,Doberman Pinscher,Black,Black Brown ,Doberman Pinscher/Mixed Breed,Puppy,Low,"['input/images/072bb91b4-1.jpg', 'input/images/072bb91b4-2.jpg', 'input/images/072bb91b4-3.jpg', 'input/images/072bb91b4-4.jpg', 'input/images/072bb91b4-5.jpg', 'input/images/072bb91b4-6.jpg']"
Dog,Panda,30,Female,Small,Medium,Yes,Yes,No,Healthy,230,b7351540f,5,Shih Tzu,White,White  ,Shih Tzu,Adult,Medium,"['input/images/b7351540f-1.jpg', 'input/images/b7351540f-2.jpg', 'input/images/b7351540f-3.jpg', 'input/images/b7351540f-4.jpg', 'input/images/b7351540f-5.jpg']"
Cat,Angel,1,Female,Small,Short,No,Yes,No,Healthy,680,c1985add1,2,Domestic Short Hair,Yellow,Yellow Gray White,Domestic Short Hair,Kitten,High,"['input/images/c1985add1-1.jpg', 'input/images/c1985add1-2.jpg']"
Cat,Snowflake,0,Female,Small,Medium,No,Yes,No,Healthy,250,d8060a227,3,Domestic Medium Hair,White,White  ,Domestic Medium Hair,Kitten,Medium,"['input/images/d8060a227-1.jpg', 'input/images/d8060a227-2.jpg', 'input/images/d8060a227-3.jpg']"
Dog,Puppy,38,Male,Medium,Medium,Yes,Yes,No,Healthy,200,8e0d93659,1,Australian Terrier,Golden,Golden Cream White,Australian Terrier,Adult,Low,['input/images/8e0d93659-1.jpg']
Dog,Bieber,9,Male,Large,Long,Yes,Yes,Yes,Healthy,1210,2cf6b6627,3,Golden Retriever,Golden,Golden  ,Golden Retriever,Puppy,Premium,"['input/images/2cf6b6627-1.jpg', 'input/images/2cf6b6627-2.jpg', 'input/images/2cf6b6627-3.jpg']"
Dog,Bacon,2,Female,Medium,Medium,Yes,Yes,No,Healthy,300,e156e8aa0,1,Mixed Breed,Black,Black Brown ,Mixed Breed,Puppy,Medium,['input/images/e156e8aa0-1.jpg']
Dog,Bobby,7,Male,Large,Short,Yes,Yes,Yes,Healthy,230,f555570eb,1,Mixed Breed,Black,Black Brown ,Mixed Breed,Puppy,Medium,['input/images/f555570eb-1.jpg']
Dog,Brindle,2,Male,Medium,Short,Not Sure,Not Sure,No,Healthy,610,f8530e295,2,Boxer,Black,Black Cream ,Boxer/Mixed Breed,Puppy,High,"['input/images/f8530e295-1.jpg', 'input/images/f8530e295-2.jpg']"
Cat,Baby,4,Female,Medium,Short,No,No,Yes,Healthy,70,951f0f32a,1,American Shorthair,Brown,Brown Yellow Cream,American Shorthair/Tiger,Kitten,Low,['input/images/951f0f32a-1.jpg']
Cat,Tuxedo Kitty,2,Male,Medium,Short,Yes,Yes,No,Healthy,390,e1b0baf8a,4,Domestic Short Hair,Black,Black White ,Domestic Short Hair,Kitten,Medium,"['input/images/e1b0baf8a-1.jpg', 'input/images/e1b0baf8a-2.jpg', 'input/images/e1b0baf8a-3.jpg', 'input/images/e1b0baf8a-4.jpg']"
Dog,Mace,3,Female,Medium,Short,Yes,Yes,No,Healthy,210,5c7136c2e,1,Mixed Breed,Brown,Brown  ,Mixed Breed,Puppy,Medium,['input/images/5c7136c2e-1.jpg']
Dog,Skinny,9,Male,Medium,Medium,Yes,Yes,Yes,Healthy,70,bb90447e5,5,Mixed Breed,Brown,Brown  ,Mixed Breed,Puppy,Low,"['input/images/bb90447e5-1.jpg', 'input/images/bb90447e5-2.jpg', 'input/images/bb90447e5-3.jpg', 'input/images/bb90447e5-4.jpg', 'input/images/bb90447e5-5.jpg']"
Cat,Lola,4,Female,Small,Short,Not Sure,Yes,No,Healthy,270,4d7fd1ee8,8,Domestic Short Hair,Yellow,Yellow Cream White,Domestic Short Hair,Kitten,Medium,"['input/images/4d7fd1ee8-1.jpg', 'input/images/4d7fd1ee8-2.jpg', 'input/images/4d7fd1ee8-3.jpg', 'input/images/4d7fd1ee8-4.jpg', 'input/images/4d7fd1ee8-5.jpg', 'input/images/4d7fd1ee8-6.jpg', 'input/images/4d7fd1ee8-7.jpg', 'input/images/4d7fd1ee8-8.jpg']"
Dog,Buddy,72,Male,Large,Short,Yes,Yes,No,Healthy,760,e218c632b,6,Labrador Retriever,Cream,Cream  ,Labrador Retriever,Adult,High,"['input/images/e218c632b-1.jpg', 'input/images/e218c632b-2.jpg', 'input/images/e218c632b-3.jpg', 'input/images/e218c632b-4.jpg', 'input/images/e218c632b-5.jpg', 'input/images/e218c632b-6.jpg']"
Cat,Amy,3,Female,Medium,Short,No,No,No,Healthy,1940,ae946bb63,3,Bengal,Black,Black Gray ,Bengal/American Shorthair,Kitten,Premium,"['input/images/ae946bb63-1.jpg', 'input/images/ae946bb63-2.jpg', 'input/images/ae946bb63-3.jpg']"
Dog,Unknown,3,Male,Medium,Medium,Yes,Yes,No,Healthy,180,92b5de07f,1,Mixed Breed,Brown,Brown  ,Mixed Breed,Puppy,Low,['input/images/92b5de07f-1.jpg']
Cat,Unknown,3,Male,Medium,Medium,No,Yes,No,Healthy,230,a6783a1c6,1,Domestic Medium Hair,Black,Black Brown ,Domestic Medium Hair,Kitten,Medium,['input/images/a6783a1c6-1.jpg']
Cat,Kitty,84,Female,Medium,Long,Not Sure,Not Sure,Not Sure,Minor Injury,670,b1e94ac2d,2,Domestic Long Hair,Cream,Cream Gray White,Domestic Long Hair,Adult,High,"['input/images/b1e94ac2d-1.jpg', 'input/images/b1e94ac2d-2.jpg']"
Dog,JUNIOR,4,Male,Large,Short,Yes,Yes,No,Healthy,120,dfe83669d,1,Mixed Breed,Black,Black Golden ,Mixed Breed,Puppy,Low,['input/images/dfe83669d-1.jpg']
Dog,Bessy,5,Female,Medium,Short,Yes,Yes,Yes,Healthy,320,179c21d17,4,German Shepherd Dog,Black,Black Brown ,German Shepherd Dog/Mixed Breed,Puppy,Medium,"['input/images/179c21d17-1.jpg', 'input/images/179c21d17-2.jpg', 'input/images/179c21d17-3.jpg', 'input/images/179c21d17-4.jpg']"
Dog,Lilo,6,Male,Medium,Long,Yes,Not Sure,Yes,Healthy,340,595b8d58f,3,Beagle,Black,Black White ,Beagle/Poodle,Puppy,Medium,"['input/images/595b8d58f-1.jpg', 'input/images/595b8d58f-2.jpg', 'input/images/595b8d58f-3.jpg']"
Dog,Saddie,48,Female,Small,Medium,Yes,Yes,Yes,Healthy,170,323f562e0,1,Schnauzer,Gray,Gray  ,Schnauzer,Adult,Low,['input/images/323f562e0-1.jpg']
Cat,Smokey,3,Male,Medium,Short,No,Yes,No,Minor Injury,180,1533ebfd4,18,Domestic Short Hair,Gray,Gray White ,Domestic Short Hair/Tabby,Kitten,Low,"['input/images/1533ebfd4-1.jpg', 'input/images/1533ebfd4-10.jpg', 'input/images/1533ebfd4-11.jpg', 'input/images/1533ebfd4-12.jpg', 'input/images/1533ebfd4-13.jpg', 'input/images/1533ebfd4-14.jpg', 'input/images/1533ebfd4-15.jpg', 'input/images/1533ebfd4-16.jpg', 'input/images/1533ebfd4-17.jpg', 'input/images/1533ebfd4-18.jpg', 'input/images/1533ebfd4-2.jpg', 'input/images/1533ebfd4-3.jpg', 'input/images/1533ebfd4-4.jpg', 'input/images/1533ebfd4-5.jpg', 'input/images/1533ebfd4-6.jpg', 'input/images/1533ebfd4-7.jpg', 'input/images/1533ebfd4-8.jpg', 'input/images/1533ebfd4-9.jpg']"
Cat,Ling Ling,3,Female,Medium,Short,No,Yes,No,Healthy,720,8a3efc6c4,1,Domestic Short Hair,Black,Black Brown Gray,Domestic Short Hair,Kitten,High,['input/images/8a3efc6c4-1.jpg']
Dog,Unknown,1,Female,Medium,Short,Yes,Yes,No,Healthy,140,51e25fe8b,1,Mixed Breed,Black,Black Brown ,Mixed Breed,Puppy,Low,['input/images/51e25fe8b-1.jpg']
Dog,Rocky,60,Male,Medium,Medium,Yes,Yes,Yes,Healthy,160,48c9474d9,3,Mixed Breed,Golden,Golden  ,Mixed Breed,Adult,Low,"['input/images/48c9474d9-1.jpg', 'input/images/48c9474d9-2.jpg', 'input/images/48c9474d9-3.jpg']"
Dog,Venus,5,Female,Medium,Short,Yes,Yes,Yes,Healthy,300,9e2af0f7a,2,Terrier,Golden,Golden  ,Terrier/Mixed Breed,Puppy,Medium,"['input/images/9e2af0f7a-1.jpg', 'input/images/9e2af0f7a-2.jpg']"
Dog,Hazel,24,Female,Medium,Short,Yes,Yes,Yes,Healthy,220,d7dd71467,8,Mixed Breed,Black,Black Brown ,Mixed Breed,Adult,Medium,"['input/images/d7dd71467-1.jpg', 'input/images/d7dd71467-2.jpg', 'input/images/d7dd71467-3.jpg', 'input/images/d7dd71467-4.jpg', 'input/images/d7dd71467-5.jpg', 'input/images/d7dd71467-6.jpg', 'input/images/d7dd71467-7.jpg', 'input/images/d7dd71467-8.jpg']"
Cat,Kiki,3,Female,Small,Short,No,No,No,Healthy,560,48ceb84a0,2,Domestic Short Hair,Gray,Gray White ,Domestic Short Hair/Bengal,Kitten,Medium,"['input/images/48ceb84a0-1.jpg', 'input/images/48ceb84a0-2.jpg']"
Cat,Pesar,60,Male,Medium,Long,Yes,Yes,Yes,Healthy,240,065906a54,1,Burmese,Brown,Brown  ,Burmese,Adult,Medium,['input/images/065906a54-1.jpg']
Dog,Pepsi,3,Female,Small,Medium,No,No,No,Healthy,290,cfbbeec5a,2,Mixed Breed,Black,Black  ,Mixed Breed,Puppy,Medium,"['input/images/cfbbeec5a-1.jpg', 'input/images/cfbbeec5a-2.jpg']"
Dog,Manis,10,Female,Medium,Short,Yes,Yes,Yes,Healthy,580,0e9c1385c,2,Boxer,Brown,Brown White ,Boxer/Dalmatian,Puppy,Medium,"['input/images/0e9c1385c-1.jpg', 'input/images/0e9c1385c-2.jpg']"
Cat,Putih,12,Male,Medium,Medium,Not Sure,Not Sure,Not Sure,Healthy,210,920a44cbb,6,Bobtail,Gray,Gray White ,Bobtail,Kitten,Medium,"['input/images/920a44cbb-1.jpg', 'input/images/920a44cbb-2.jpg', 'input/images/920a44cbb-3.jpg', 'input/images/920a44cbb-4.jpg', 'input/images/920a44cbb-5.jpg', 'input/images/920a44cbb-6.jpg']"
Cat,Dot,5,Female,Medium,Short,No,Yes,No,Healthy,580,ec322a0f2,1,Domestic Short Hair,Black,Black White ,Domestic Short Hair,Kitten,Medium,['input/images/ec322a0f2-1.jpg']
Cat,Ginger,24,Female,Medium,Short,No,Yes,No,Healthy,630,2826f9095,5,Domestic Short Hair,Black,Black Brown White,Domestic Short Hair,Adult,High,"['input/images/2826f9095-1.jpg', 'input/images/2826f9095-2.jpg', 'input/images/2826f9095-3.jpg', 'input/images/2826f9095-4.jpg', 'input/images/2826f9095-5.jpg']"
Dog,Unknown,36,Male,Small,Long,Not Sure,Not Sure,Not Sure,Healthy,160,2cb770ad7,2,Shih Tzu,Brown,Brown Cream White,Shih Tzu,Adult,Low,"['input/images/2cb770ad7-1.jpg', 'input/images/2cb770ad7-2.jpg']"
Cat,Kenji,6,Male,Medium,Medium,No,Yes,Yes,Healthy,650,6d5b6616f,8,Domestic Short Hair,Yellow,Yellow White ,Domestic Short Hair,Kitten,High,"['input/images/6d5b6616f-1.jpg', 'input/images/6d5b6616f-2.jpg', 'input/images/6d5b6616f-3.jpg', 'input/images/6d5b6616f-4.jpg', 'input/images/6d5b6616f-5.jpg', 'input/images/6d5b6616f-6.jpg', 'input/images/6d5b6616f-7.jpg', 'input/images/6d5b6616f-8.jpg']"
Dog,Newton,1,Male,Medium,Medium,No,No,No,Healthy,300,bf37d753e,6,Mixed Breed,Brown,Brown White ,Mixed Breed,Puppy,Medium,"['input/images/bf37d753e-1.jpg', 'input/images/bf37d753e-2.jpg', 'input/images/bf37d753e-3.jpg', 'input/images/bf37d753e-4.jpg', 'input/images/bf37d753e-5.jpg', 'input/images/bf37d753e-6.jpg']"
Dog,Yang,2,Female,Medium,Medium,No,No,No,Healthy,90,703f1a4c4,1,Mixed Breed,Black,Black Brown ,Mixed Breed,Puppy,Low,['input/images/703f1a4c4-1.jpg']
Cat,White Bikini,2,Female,Medium,Medium,No,Yes,No,Healthy,200,c0e61e2f0,6,Domestic Medium Hair,Black,Black White ,Domestic Medium Hair/Domestic Short Hair,Kitten,Low,"['input/images/c0e61e2f0-1.jpg', 'input/images/c0e61e2f0-2.jpg', 'input/images/c0e61e2f0-3.jpg', 'input/images/c0e61e2f0-4.jpg', 'input/images/c0e61e2f0-5.jpg', 'input/images/c0e61e2f0-6.jpg']"
Dog,Mimo,2,Female,Medium,Medium,Yes,Yes,Yes,Healthy,270,6c5a7a1ef,13,Mixed Breed,Black,Black White ,Mixed Breed,Puppy,Medium,"['input/images/6c5a7a1ef-1.jpg', 'input/images/6c5a7a1ef-10.jpg', 'input/images/6c5a7a1ef-11.jpg', 'input/images/6c5a7a1ef-12.jpg', 'input/images/6c5a7a1ef-13.jpg', 'input/images/6c5a7a1ef-2.jpg', 'input/images/6c5a7a1ef-3.jpg', 'input/images/6c5a7a1ef-4.jpg', 'input/images/6c5a7a1ef-5.jpg', 'input/images/6c5a7a1ef-6.jpg', 'input/images/6c5a7a1ef-7.jpg', 'input/images/6c5a7a1ef-8.jpg', 'input/images/6c5a7a1ef-9.jpg']"
Cat,Meshmesh,1,Female,Small,Short,No,No,No,Healthy,280,3bb0c9458,6,Domestic Short Hair,Yellow,Yellow  ,Domestic Short Hair,Kitten,Medium,"['input/images/3bb0c9458-1.jpg', 'input/images/3bb0c9458-2.jpg', 'input/images/3bb0c9458-3.jpg', 'input/images/3bb0c9458-4.jpg', 'input/images/3bb0c9458-5.jpg', 'input/images/3bb0c9458-6.jpg']"
Dog,Tiger,2,Male,Medium,Short,No,Yes,No,Healthy,120,cedeef1a7,3,Black Mouth Cur,Black,Black Golden ,Black Mouth Cur/Mixed Breed,Puppy,Low,"['input/images/cedeef1a7-1.jpg', 'input/images/cedeef1a7-2.jpg', 'input/images/cedeef1a7-3.jpg']"
Dog,Rainy,2,Female,Medium,Short,Yes,Yes,No,Healthy,90,e633a6647,1,Mixed Breed,Golden,Golden  ,Mixed Breed,Puppy,Low,['input/images/e633a6647-1.jpg']
Dog,Billy,48,Male,Small,Medium,Yes,Yes,Yes,Healthy,110,2fdc23bcb,3,Shih Tzu,Cream,Cream  ,Shih Tzu/Mixed Breed,Adult,Low,"['input/images/2fdc23bcb-1.jpg', 'input/images/2fdc23bcb-2.jpg', 'input/images/2fdc23bcb-3.jpg']"
Dog,Chloe,1,Female,Medium,Short,No,No,No,Healthy,140,43c623f94,1,Mixed Breed,Brown,Brown  ,Mixed Breed,Puppy,Low,['input/images/43c623f94-1.jpg']
Dog,Mojo,12,Female,Medium,Short,Yes,Yes,No,Healthy,110,4edc9ecc5,5,Pit Bull Terrier,Black,Black White ,Pit Bull Terrier,Puppy,Low,"['input/images/4edc9ecc5-1.jpg', 'input/images/4edc9ecc5-2.jpg', 'input/images/4edc9ecc5-3.jpg', 'input/images/4edc9ecc5-4.jpg', 'input/images/4edc9ecc5-5.jpg']"
Dog,Bingo,0,Male,Medium,Medium,Not Sure,Not Sure,Not Sure,Healthy,120,087804d85,5,Poodle,Cream,Cream  ,Poodle,Puppy,Low,"['input/images/087804d85-1.jpg', 'input/images/087804d85-2.jpg', 'input/images/087804d85-3.jpg', 'input/images/087804d85-4.jpg', 'input/images/087804d85-5.jpg']"
Cat,Unknown,24,Female,Small,Medium,Not Sure,Not Sure,Yes,Healthy,260,902e7f8aa,1,Persian,Golden,Golden  ,Persian,Adult,Medium,['input/images/902e7f8aa-1.jpg']
Dog,Unknown,96,Male,Small,Medium,Not Sure,Not Sure,Not Sure,Healthy,80,bb928145e,3,Silky Terrier,Black,Black Cream Gray,Silky Terrier,Senior,Low,"['input/images/bb928145e-1.jpg', 'input/images/bb928145e-2.jpg', 'input/images/bb928145e-3.jpg']"
Cat,Joey,24,Male,Medium,Short,No,No,Not Sure,Healthy,670,1c4d99f6e,1,Bombay,Black,Black  ,Bombay,Adult,High,['input/images/1c4d99f6e-1.jpg']
Dog,January,18,Male,Medium,Medium,Yes,Yes,Not Sure,Healthy,90,27bbc8c4f,4,Poodle,Brown,Brown  ,Poodle,Adult,Low,"['input/images/27bbc8c4f-1.jpg', 'input/images/27bbc8c4f-2.jpg', 'input/images/27bbc8c4f-3.jpg', 'input/images/27bbc8c4f-4.jpg']"
Cat,Ricky,3,Male,Medium,Medium,Yes,Yes,Yes,Healthy,690,8364bf2eb,3,Domestic Short Hair,Black,Black White ,Domestic Short Hair,Kitten,High,"['input/images/8364bf2eb-1.jpg', 'input/images/8364bf2eb-2.jpg', 'input/images/8364bf2eb-3.jpg']"
Cat,Sandy,7,Female,Medium,Short,Yes,Yes,Yes,Healthy,440,74d7a26bc,9,Domestic Short Hair,Yellow,Yellow  ,Domestic Short Hair/Singapura,Kitten,Medium,"['input/images/74d7a26bc-1.jpg', 'input/images/74d7a26bc-2.jpg', 'input/images/74d7a26bc-3.jpg', 'input/images/74d7a26bc-4.jpg', 'input/images/74d7a26bc-5.jpg', 'input/images/74d7a26bc-6.jpg', 'input/images/74d7a26bc-7.jpg', 'input/images/74d7a26bc-8.jpg', 'input/images/74d7a26bc-9.jpg']"
Dog,Blue,48,Female,Small,Short,Yes,Yes,Yes,Healthy,80,a2665a33f,5,Chihuahua,Golden,Golden Gray White,Chihuahua,Adult,Low,"['input/images/a2665a33f-1.jpg', 'input/images/a2665a33f-2.jpg', 'input/images/a2665a33f-3.jpg', 'input/images/a2665a33f-4.jpg', 'input/images/a2665a33f-5.jpg']"
Dog,Male Puppy,1,Male,Medium,Short,Yes,Yes,No,Healthy,130,8e3e0ffde,1,Mixed Breed,Cream,Cream  ,Mixed Breed/Labrador Retriever,Puppy,Low,['input/images/8e3e0ffde-1.jpg']
Dog,Teddy,36,Male,Medium,Medium,Not Sure,Yes,No,Minor Injury,180,63e2cb92e,1,Shih Tzu,Brown,Brown Cream ,Shih Tzu,Adult,Low,['input/images/63e2cb92e-1.jpg']
Dog,Coco,60,Female,Small,Medium,Yes,Yes,No,Healthy,80,a5f027ab8,2,Chihuahua,Brown,Brown White ,Chihuahua,Adult,Low,"['input/images/a5f027ab8-1.jpg', 'input/images/a5f027ab8-2.jpg']"
Cat,Nana,6,Male,Small,Short,Yes,Yes,No,Healthy,290,fafa7ddb0,5,Domestic Short Hair,Gray,Gray White ,Domestic Short Hair,Kitten,Medium,"['input/images/fafa7ddb0-1.jpg', 'input/images/fafa7ddb0-2.jpg', 'input/images/fafa7ddb0-3.jpg', 'input/images/fafa7ddb0-4.jpg', 'input/images/fafa7ddb0-5.jpg']"
Dog,Chuck,2,Male,Medium,Short,Yes,Yes,No,Healthy,60,6e9e0ce30,2,Mixed Breed,Brown,Brown  ,Mixed Breed,Puppy,Low,"['input/images/6e9e0ce30-1.jpg', 'input/images/6e9e0ce30-2.jpg']"
Dog,Junie,1,Female,Medium,Medium,Yes,Yes,No,Healthy,200,fd39fef15,9,Mixed Breed,Black,Black Brown ,Mixed Breed,Puppy,Low,"['input/images/fd39fef15-1.jpg', 'input/images/fd39fef15-2.jpg', 'input/images/fd39fef15-3.jpg', 'input/images/fd39fef15-4.jpg', 'input/images/fd39fef15-5.jpg', 'input/images/fd39fef15-6.jpg', 'input/images/fd39fef15-7.jpg', 'input/images/fd39fef15-8.jpg', 'input/images/fd39fef15-9.jpg']"
Cat,Oyen,6,Male,Medium,Medium,No,No,No,Healthy,220,023979a33,2,Javanese,Golden,Golden  ,Javanese,Kitten,Medium,"['input/images/023979a33-1.jpg', 'input/images/023979a33-2.jpg']"
Cat,VICO,2,Female,Large,Medium,No,Yes,Not Sure,Healthy,110,ece36dc30,2,Domestic Medium Hair,Brown,Brown  ,Domestic Medium Hair,Kitten,Low,"['input/images/ece36dc30-1.jpg', 'input/images/ece36dc30-2.jpg']"
Dog,Chico,4,Male,Medium,Short,No,No,No,Healthy,80,22abde55b,2,Mixed Breed,Brown,Brown White ,Mixed Breed,Puppy,Low,"['input/images/22abde55b-1.jpg', 'input/images/22abde55b-2.jpg']"
Cat,Unknown,8,Female,Medium,Medium,Yes,Yes,Yes,Healthy,110,4e974f807,5,Domestic Medium Hair,Gray,Gray  ,Domestic Medium Hair,Kitten,Low,"['input/images/4e974f807-1.jpg', 'input/images/4e974f807-2.jpg', 'input/images/4e974f807-3.jpg', 'input/images/4e974f807-4.jpg', 'input/images/4e974f807-5.jpg']"
Dog,QQ,1,Female,Medium,Long,No,No,No,Minor Injury,80,6e31c7d5c,2,Mixed Breed,Brown,Brown White ,Mixed Breed/Terrier,Puppy,Low,"['input/images/6e31c7d5c-1.jpg', 'input/images/6e31c7d5c-2.jpg']"
Cat,Neilly,4,Female,Medium,Short,Yes,Yes,No,Healthy,60,63c049a9e,8,Domestic Medium Hair,White,White  ,Domestic Medium Hair,Kitten,Low,"['input/images/63c049a9e-1.jpg', 'input/images/63c049a9e-2.jpg', 'input/images/63c049a9e-3.jpg', 'input/images/63c049a9e-4.jpg', 'input/images/63c049a9e-5.jpg', 'input/images/63c049a9e-6.jpg', 'input/images/63c049a9e-7.jpg', 'input/images/63c049a9e-8.jpg']"
Cat,Small Paw,1,Male,Medium,Short,No,No,No,Healthy,690,e51470c34,2,Domestic Short Hair,Brown,Brown Gray White,Domestic Short Hair,Kitten,High,"['input/images/e51470c34-1.jpg', 'input/images/e51470c34-2.jpg']"
Cat,Harley,48,Male,Medium,Short,Yes,Yes,Yes,Healthy,800,70943f766,1,Domestic Short Hair,Gray,Gray White ,Domestic Short Hair,Adult,High,['input/images/70943f766-1.jpg']
Dog,Mika,9,Female,Medium,Short,Yes,Yes,Yes,Healthy,60,4dbcd1d36,4,Mixed Breed,Cream,Cream  ,Mixed Breed,Puppy,Low,"['input/images/4dbcd1d36-1.jpg', 'input/images/4dbcd1d36-2.jpg', 'input/images/4dbcd1d36-3.jpg', 'input/images/4dbcd1d36-4.jpg']"
Cat,Lilly,4,Female,Medium,Medium,No,No,No,Healthy,90,38cd559f6,1,Domestic Medium Hair,Brown,Brown Golden Yellow,Domestic Medium Hair,Kitten,Low,['input/images/38cd559f6-1.jpg']
Dog,Unknown,1,Male,Medium,Short,Yes,Yes,No,Healthy,270,7125e101b,1,Mixed Breed,Brown,Brown  ,Mixed Breed,Puppy,Medium,['input/images/7125e101b-1.jpg']
Dog,Xyla,3,Female,Medium,Short,Yes,Yes,No,Healthy,190,bded2690b,4,Mixed Breed,Brown,Brown White ,Mixed Breed,Puppy,Low,"['input/images/bded2690b-1.jpg', 'input/images/bded2690b-2.jpg', 'input/images/bded2690b-3.jpg', 'input/images/bded2690b-4.jpg']"
Dog,Samuel,7,Male,Medium,Medium,Yes,Yes,No,Healthy,140,83502a253,1,Mixed Breed,Black,Black Brown White,Mixed Breed,Puppy,Low,['input/images/83502a253-1.jpg']
Dog,Puppy Jingles,3,Female,Medium,Medium,No,Yes,No,Healthy,110,5d3c9feba,8,Terrier,Cream,Cream Gray White,Terrier/Jack Russell Terrier,Puppy,Low,"['input/images/5d3c9feba-1.jpg', 'input/images/5d3c9feba-2.jpg', 'input/images/5d3c9feba-3.jpg', 'input/images/5d3c9feba-4.jpg', 'input/images/5d3c9feba-5.jpg', 'input/images/5d3c9feba-6.jpg', 'input/images/5d3c9feba-7.jpg', 'input/images/5d3c9feba-8.jpg']"
Dog,Unknown,8,Female,Medium,Short,No,No,No,Minor Injury,50,97dd55a08,1,Mixed Breed,Brown,Brown White ,Mixed Breed,Puppy,Low,['input/images/97dd55a08-1.jpg']
Dog,Baby,2,Female,Medium,Medium,No,No,No,Healthy,60,52dae90aa,4,Poodle,Brown,Brown White ,Poodle/Terrier,Puppy,Low,"['input/images/52dae90aa-1.jpg', 'input/images/52dae90aa-2.jpg', 'input/images/52dae90aa-3.jpg', 'input/images/52dae90aa-4.jpg']"
